"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","cls"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009000003,0.876,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,2,1.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581,2,1.959,0.2,0,0,0.449,0.998,1.26,1.14,0.375,0,0,0,0,0,0.817,1.904,1.639,1.201,0,0,1.662,1.447,0.898,1.618,1.971,1.207,0.147,0,0,0,1.235,1.393,0.907,1.837,0.101,0,1.972,1.155,0,0.02200001,0.282,0.964,1.646,0.587,0,0,1.268,0.86,0.102,1.891,0.877,0,1.286,1.608,0.00999999,0,0,0,0.213,1.165,1.064,0.475,1.728,0.08399999,0,1.167,1.692,0.02399999,0.725,2,0.456,0,0,0,0,0,0.001999974,1.398,2,0.08399999,0,0.424,2,0.382,0.06099999,1.537,1.762,0.298,0,0,0,0,0.165,1.983,0.93,0.01499999,0,0.008000016,1.578,1.17,0,0.155,1.688,1.841,0.831,0.046,0.0009999871,0.279,1.552,1.614,0.05500001,0,0.514,1.076,0.981,1.683,0,0,0.103,0.838,1.931,1.976,1.782,1.972,1.48,0.115,0,0,0,1.021,1.804,1.921,0,0,0,0,0.02499998,0.232,0.477,0.352,0.001999974,0,0,0,0,0.004000008,0.839,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06599998,0.469,0.315,0.07300001,0,0,0,0.452,0.86,0.537,0.0009999871,0,0,0,0.003000021,0.803,1.801,2,2,1.707,0.387,0,0.893,1.984,2,2,1.637,0.411,0,0,0.822,2,1.817,0.98,1.134,1.967,1.826,0.468,1.946,1.826,0.802,1.196,1.934,1.979,0.794,0,1.882,1.834,0.12,0,0,0.627,1.914,2,2,1.256,0,0,0.554,1.832,1.816,0.295,2,1.2,0,0,0,0,0.389,1.745,2,1.358,0.0009999871,0,0,0.83,2,1.432,1.613,1.757,1.049,0.585,0.715,0.677,1.244,1.935,1.924,1.986,0.847,0,0.207,1.063,2,2,0.328,1.704,2,2,2,2,2,1.699,0.268,1.094,0.645,0,1.218,2,1.889,0.966,0,0.05299997,0.506,0.757,0.769,0.665,0.418,0.04699999,0,0,0,0,0.211,0.419,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01800001,0.345,0.258,0.01099998,0,0,0,0,0,0,0,0,0,0,0.0009999871,0.859,1.842,2,1.991,1.57,0.399,0,0,0,0,0.01599997,0.00999999,0,0,0.0009999871,1.059,1.874,1.059,0.872,1.201,2,1.876,0.388,0,0.02200001,1.2,1.814,1.725,1.477,0.962,1.252,1.681,0.314,0,0,0.04100001,1.135,2,1.736,0.09399998,0.836,1.801,0.96,1.313,1.882,2,2,1.222,0.123,0,0,0,0.03299999,1.189,2,0.847,1.567,1.048,0,0,0.611,2,1.941,2,1.835,0.525,0,0,0,0.267,1.808,1.765,2,1.368,0,0.137,1.7,1.103,0.183,1.392,2,1.983,0.993,0.06900001,0,0.005999982,1.628,1.392,1.811,1.881,0.357,1.591,1.584,0.03799999,0,0.02100003,0.928,1.917,2,1.377,0.07999998,0.543,1.85,0.174,0.938,1.999,2,1.794,0.299,0,0,0,0,0.415,1.848,2,1.811,1.956,1.013,0,0.01700002,0.685,1.231,0.162,0,0,0,0,0.462,1.741,1.265,2,2,1.993,0.655,0,0,0,0,0,0,0,0,0,0.207,0.78,1.682,1.936,1.856,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0.04000002,0.09200001,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,1.022,0.592,0,0,0,0,0,0,0,0,0,0,0,0.07599998,1.208,1.942,1.834,1.985,0.615,0,0,0,0,0,0,0,0,0,0.09600002,1.549,1.348,0.183,0.05599999,1.413,1.42,0,0,0,0,0.134,0.703,1.259,1.14,0.58,1.406,1.099,0,0,0,0.851,1.426,0,0,0,0.14,1.648,1.506,1.298,1.508,2,1.981,0.663,0.01700002,0,0,1.048,0.948,0,0,0,1.111,1.132,0,0,0.605,1.862,1.533,2,1.724,1.094,0.556,1.387,0.08099997,0,0,0,1.937,0.862,0,0.248,1.824,0.657,0.01099998,0.509,1.497,1.99,1.964,0.876,0,0,0,0.05400002,1.524,1.894,1.533,1.847,1.007,0,0,0,0,0.212,1.305,1.983,1.545,0.738,0.03200001,1.541,0.227,1.152,1.169,0.434,0,0,0,0,0,0,0,0.527,1.667,1.997,1.864,1.635,0,0,0,0,0,0,0,0,0,0,0,0,0.02600002,0.386,0.936,0.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.446,0.355,0.007000029,0,0,0,0,0,0,0,0,0,0,0,0.454,1.888,2,1.99,1.316,0.204,0,0,0.12,0.951,1.421,0.342,0.001999974,0.634,0.45,0.162,1.845,2,2,2,2,1.679,0.316,0.716,1.812,2,2,1.968,0.676,1.914,1.339,0.999,2,1.033,0.821,1.858,2,2,1.974,2,1.937,1,1.013,1.267,0.3,1.737,2,1.902,2,0.741,0,0.227,1.735,2,2,1.877,0.298,0,0,0,0.497,2,1.21,2,2,0.741,0.0009999871,0.666,1.826,2,2,1.991,0.844,0,0,0.04699999,1.687,1.825,0.137,2,2,1.381,1.449,2,1.952,1.269,1.951,2,1.629,0.329,0.579,1.419,2,0.713,0,1.179,2,2,2,1.478,0.314,0,1.131,2,2,1.999,2,1.985,0.808,0,0,0.097,1.089,1.102,0.544,0.003000021,0,0,0.04400003,1.449,2,2,1.941,0.873,0,0,0,0,0,0,0,0,0,0,0,0.05900002,0.487,0.434,0.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04100001,0.449,0.01700002,0,0,0,0,0,0,0.01899999,0.04799998,0.01700002,0,0,0,0,0.978,2,1.257,0,0,0,0,0.01700002,0.778,1.791,1.927,1.491,0.298,0,0,0.06699997,1.9,2,1.975,0.552,0,0,0.317,1.464,2,1.725,1.476,2,1.162,0.01200002,0,0.679,2,1.339,2,1.129,0,0.548,1.866,1.999,0.868,0.01599997,0.993,2,1.998,1.015,0,1.392,1.751,0.122,1.816,1.872,1.038,1.953,1.746,0.383,0.02999997,1.312,1.944,1.504,2,1.999,0,1.838,1.054,0,1.307,2,2,1.418,0.201,0,0.22,1.364,0.223,0.03100002,1.685,2,0.448,1.999,0.645,0.028,1.279,2,1.95,0.102,0,0,0,0,0,0,1.613,1.897,1.194,1.994,0.262,1.418,2,1.962,2,0.782,0,0,0,0,0,0,1.613,1.484,1.773,1.806,1.593,1.929,0.686,0.699,2,1.752,0.07599998,0,0,0,0,0.05299997,1.79,1.068,2,2,1.748,0.504,0,0.02700001,1.314,2,1.503,0.03799999,0,0,0,0.556,2,0.596,1.726,1.461,0.349,0,0,0,0.27,1.916,2,0.972,0,0,0.165,1.601,1.675,0,0.0009999871,0,0,0,0,0,0,0.733,2,1.904,1.282,1.281,1.914,1.726,0.165,0,0,0,0,0,0,0,0,0,0.997,1.983,2,2,1.4,0.21,0,0,0,0,0,0,0,0,0,0,0,0.247,0.497,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005999982,0,0,0,0,0,0,0,0.142,0.25,0.005999982,0,0,0,0.445,1.413,1.767,1.433,0.321,0,0,0.009000003,0.452,1.367,1.977,1.987,1.278,0.08600003,0,0.242,1.909,2,2,2,1.355,0.06,0.278,1.492,2,2,2,2,2,1.033,0,1.309,1.622,1.216,2,2,2,1.609,1.922,1.958,1.479,0.596,0.671,1.846,2,1.717,0.176,1.949,0.972,0.333,1.755,1.882,2,2,2,0.671,0.004999995,0,0,0.433,1.919,2,0.847,2,0.776,0,0.02600002,1.17,2,2,2,1.012,0.001999974,0,0,0,1.825,2,1.386,2,0.411,0.07300001,1.176,1.989,1.213,1.436,2,1.978,0.406,0,0,0.644,2,1.435,1.811,2,1.022,1.713,1.94,0.611,0,0.231,1.803,2,1.815,0.504,0.237,1.81,1.313,0.112,1.803,2,2,1.854,0.573,0,0,0,0.59,1.915,2,1.726,1.39,2,1.014,0,0.761,1.833,1.264,0.18,0,0,0,0,0,1.009,2,2,2,2,1.312,0,0,0.02600002,0,0,0,0,0,0,0,0.04699999,1.123,1.957,1.995,1.685,0.303,0,0,0,0,0,0,0,0,0,0,0,0.08200002,0.172,0.223,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0.184,0.492,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0.111,1.709,2,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0.968,2,1.906,1.975,0.617,0,0,0,0,0,0,0,0,0,0,0,1.354,1.986,0.671,1.837,1.575,0,0,0,0,0,0,0,0,0,0,0,1.623,1.803,0,1.069,1.972,0.593,0,0,0,0,0,0,0,0,0,0.06099999,1.948,1.416,0,0.551,2,1.212,0,0,0,0,0,0,0,0,0,0.514,2,0.97,0,0.135,1.921,1.423,0,0,0,0.692,1.341,1.72,1.584,0.89,0.079,1.136,2,0.468,0,0,1.679,1.908,0.128,0,0,1.756,1.887,1.699,2,2,2,1.996,1.765,0.09200001,0,0,1.066,2,0.296,0,0,1.626,1.501,0.01899999,0.236,0.739,1.459,2,2,1.743,0.535,0,0.727,2,0.673,0,0,1.105,1.966,0.377,0,0,1.077,2,1.353,1.879,1.988,1.447,0.728,2,1.012,0,0,0.255,1.869,1.601,0.07099998,0.203,1.892,1.713,0.02600002,0.151,1.106,1.925,2,2,0.667,0,0,0,0.992,2,1.655,1.755,1.945,0.586,0,0,0,0.536,1.774,2,1.235,1.305,0.419,0,0.023,1.121,1.932,1.927,0.598,0,0,0,0,0,0.145,1.232,2,2,1.428,0,0,0,0,0.009000003,0,0,0,0,0,0,0,0.02700001,1.123,2,1.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03500003,0.337,0.478,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.35,0.09100002,0,0,0,0,0,0,0,0,0,0,0,0,0.294,1.771,2,1.573,0.09799999,0,0,0,0,0,0,0,0,0,0,0,1.222,2,1.517,1.968,1.452,0.05699998,0,0,0,0.004000008,0.334,0.373,0.453,0.175,0,0.02999997,1.78,1.77,0.09899998,1.359,2,0.718,0,0,0.844,1.637,2,2,2,1.866,1.21,0.864,2,1.195,0,0.388,2,1.477,0,0,2,1.797,1.101,0.9,1.102,1.514,1.979,2,2,1.262,0.153,0.007000029,1.636,1.967,0.22,0,1.942,1.639,0.01300001,0,0,0,0.41,2,2,2,1.869,0.901,1.3,2,0.545,0,1.173,2,1.049,0.02999997,0,0.267,1.725,2,0.993,0.759,1.662,2,2,2,0.952,0,0.111,1.622,2,1.636,1.528,1.897,2,1.259,0.04699999,0,0.04000002,0.922,2,2,1.211,0,0,0.194,1.292,1.989,1.971,1.859,1.231,0.07800001,0,0,0,0.01499999,0.744,1.882,1.994,0.821,0,0,0,0.05299997,0.185,0,0,0,0,0,0,0,0,0.354,1.804,1.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09299999,0.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.487,0.683,0.074,0,0,0,0,0,0,0.05900002,0.105,0,0,0,0.268,1.78,1.754,1.876,1.747,0.704,0,0,0,0.302,1.341,1.95,1.936,1.536,0.695,0,1.215,1.152,0.005999982,0.348,1.382,1.988,0.757,0.028,1.032,1.862,1.543,1,1.106,1.815,1.98,0.897,1.755,0.987,0,0,0.176,1.705,1.962,1.585,1.764,0.488,0,0,0,0.17,1.582,1.755,1.573,0.987,0,0,0,0.259,1.92,2,0.765,0,0,0,0,0,0.987,1.409,1.385,1.53,0.03600001,0,0.286,1.744,1.431,1.551,1.952,0.723,0,0,0,0.116,1.412,0.461,0.799,2,1.033,0.691,1.802,1.037,0.00999999,0.12,1.472,1.974,0.867,0,0.127,1.647,0.713,0,0.06300002,1.31,1.998,1.595,0.512,0,0,0,0.09799999,1.063,1.908,1.221,0.164,0.45,0,0,0,0.007000029,0.176,0.0009999871,0,0,0,0,0,0,0.496,1.692,1.481,0.04100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.85,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04699999,0.495,0.276,0,0,0,0,0,0,0.187,0.207,0,0,0,0,0.469,1.494,2,1.965,1.108,0.01999998,0,0,0.413,1.449,1.945,1.892,1.403,0.258,0,0.694,1.992,1.343,0.66,1.136,1.956,0.99,0.014,0.65,1.922,1.956,1.27,1.335,1.771,1.661,0.146,1.654,1.791,0.07999998,0,0,0.643,1.924,1.365,1.927,1.866,0.53,0,0,0.223,1.924,1.328,2,0.969,0,0,0,0,0.593,2,1.925,0.516,0,0,0,0.003000021,1.631,1.961,2,1.138,0,0,0,0,0.858,2,1.789,0.124,0,0,0,0.05699998,2,2,1.632,1.729,0.05699998,0,0,0.827,1.972,1.842,1.767,1.527,0.199,0,0.007000029,0.883,2,1.905,0.691,1.972,1.602,0.873,1.081,1.94,1.943,0.67,0.346,1.89,1.843,1.532,1.816,1.999,2,1.038,0,0.643,1.77,2,2,1.834,0.479,0,0,0.274,1.462,1.993,1.815,1.058,0.345,0,0,0,0.06900001,0.358,0.543,0.08899999,0,0,0,0,0,0.107,0.04400003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0.814,0.326,0,0,0,0,0,0,0,0,0,0,0,0.222,1.33,1.985,2,1.633,0.273,0,0,0,0,0,0,0,0,0,0.121,1.604,2,2,2,2,1.49,0,0,0.402,0.957,0.974,0.396,0.01099998,0,0,0.988,2,1.877,1.368,2,2,2,0.809,1.002,1.995,2,2,1.978,0.97,0.03299999,0.217,1.869,2,0.86,0.03899997,1.466,2,2,1.995,2,2,2,2,2,1.993,0.476,0.597,2,2,0.305,0,0.283,1.886,2,2,1.951,0.936,0.957,1.93,2,2,1.009,1.238,2,2,0.09500003,0,0.357,1.897,2,2,1.832,0.121,0,0.897,1.871,2,1.807,1.577,2,2,0.09500003,0.097,1.759,2,2,2,2,0.75,0,0,1.334,2,1.506,2,2,2,0.931,1.789,2,1.859,1.481,2,2,1.513,0.03500003,0.121,1.78,1.884,0.246,2,2,2,2,2,1.706,0.181,0.362,1.995,2,2,0.739,0.854,1.935,0.75,0,1.696,2,2,2,1.657,0.273,0,0,0.988,2,2,1.816,0.326,0.204,0,0,0.505,1.86,1.918,1.241,0.262,0,0,0,0.108,1.752,2,2,1.732,0,0,0,0,0.103,0.102,0,0,0,0,0,0,0.479,1.449,1.983,1.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03799999,0.258,0.122,0.04000002,0,0,0,0,0,0,0,0,0,0,0,0.205,1.736,1.965,1.933,1.63,0.325,0,0,0,0,0,0,0,0,0,0.348,1.923,2,2,2,2,1.871,0.301,0.02200001,0.748,1.088,1.137,0.18,0,0,0.028,1.517,2,1.983,1.973,1.96,2,2,1.767,1.661,2,2,2,1.7,1.154,0.01499999,0.867,2,1.871,0.338,0.189,0.515,1.927,2,2,2,2,1.999,2,2,1.978,0.99,1.655,2,1.334,0,0,0,1.24,2,2,2,1.12,0.392,1.243,2,2,2,2,2,1.334,0,0,0.00999999,1.237,2,2,2,1.574,0.04400003,0.112,1.946,2,2,2,2,1.685,0.477,0.06900001,1.057,2,2,1.994,2,2,0.716,0.001999974,1.334,2,2,1.909,2,2,1.983,1.86,2,2,1.004,0.979,2,2,1.524,0.007000029,1.451,2,1.664,0.809,1.981,2,2,2,1.999,1.02,0.007000029,0.097,1.533,2,1.619,0.09500003,2,1.776,0.255,0.01899999,0.882,1.936,1.998,1.97,0.739,0,0,0,0.68,1.882,1.148,0.04299998,0.559,0.152,0,0,0,0.258,0.291,0.196,0,0,0,0,0,0.168,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004000008,0.678,1.005,0.729,0,0,0,0,0,0,0,0,0.138,0.05400002,0,0,0.57,2,1.858,1.883,1.525,0.324,0,0,0,0.0009999871,0.69,1.5,1.985,1.891,1.038,0.04400003,1.344,1.937,0.198,0.05400002,1.387,1.839,0.276,0,0.07800001,1.226,2,1.978,1.482,1.166,1.913,0.967,1.876,1.117,0,0,0.051,1.19,1.696,0.23,1.549,2,1.456,0.226,0,0,1.261,1.874,2,0.876,0,0,0,0.005999982,1.201,1.983,2,1.572,0.05199999,0,0,0,1.456,1.928,2,0.951,0,0,0,0,0.864,2,1.834,0.08899999,0,0,0,0,1.89,1.555,1.827,0.975,0,0,0,0.234,1.861,1.908,1.915,0.471,0,0,0,0.39,2,0.999,1.471,1,0,0,0.07599998,1.558,2,0.897,0.973,1.522,0,0,0,1.336,1.965,0.285,0.917,1.713,0.01999998,0.007000029,1.228,2,1.347,0.04400003,0.145,1.898,0.353,0,0.309,1.973,1.403,0,0.138,1.551,1.406,1.735,2,1.376,0.08999997,0,0,1.085,1.155,0,1.132,1.807,0.26,0,0,0.239,1.34,1.419,0.796,0.01700002,0,0,0,0.407,1.724,0.587,1.615,0.469,0,0,0,0,0,0,0,0,0,0,0,0,0.915,0.895,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03100002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.074,1.912,1.273,0.149,0,0,0,0,0.324,1.372,1.694,1.482,0.637,0,0,0.315,1.98,1.26,0.904,1.736,0.502,0,0,1.045,1.96,2,1.682,1.67,1.978,1.015,0,0.776,2,0.06599998,0,0.565,1.769,0.377,0.613,1.963,1.802,0.602,0.0009999871,0.003000021,0.657,1.899,0.164,1.516,1.551,0.01300001,0,0,0.946,1.766,1.93,1.87,0.389,0,0,0,0.03500003,1.832,0.991,1.553,1.155,0,0,0,0.083,1.873,2,0.77,0,0,0,0,0,1.414,1.444,1.992,1.155,0,0,0,0.435,1.974,2,0.276,0,0,0,0,0,1.155,1.897,1.915,1.155,0,0,0.01099998,1.428,1.995,1.843,1.045,0,0,0,0,0,1.155,2,1.462,1.155,0,0,0.352,2,1.451,0.536,1.875,0.09399998,0,0,0,0,1.48,2,0.907,1.576,0.007000029,0,1.398,2,0.391,0.01599997,1.454,0.994,0,0,0,0,1.606,1.604,0.291,1.899,0.505,0.756,1.996,1.318,0,0,0.627,1.721,0.003000021,0,0,0.04400003,1.918,1.093,0,0.699,1.981,2,1.833,0.297,0,0,0.09600002,1.865,0.284,0,0,0.674,1.99,0.345,0,0,0.37,0.83,0.148,0,0,0,0,0.69,0.526,0,0,1.139,1.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0.07499999,0,0,0,0,0,0,0,0,0,0,0,0,0.34,1.501,1.989,1.763,0.815,0,0.137,0.935,1.206,1.066,0.09100002,0,0,0,0,0.795,1.921,1.846,1.68,1.984,1.395,0.08700001,1.498,2,2,2,1.718,0.67,0.03399998,0,1.014,1.959,1.613,0.223,0,1.654,1.03,0.92,1.797,0.738,0.555,1.121,1.797,2,1.497,1.626,2,1.34,0.123,0,0,0.993,1.724,1.828,1.425,0,0,0,0.522,1.921,2,2,1.362,0.01899999,0,0,0,1.228,2,1.653,1.956,1.104,0.67,0.721,1.462,1.991,1.888,1.993,1.903,0.514,0,0.134,0.165,1.939,1.482,0.476,1.94,2,2,2,1.87,1.19,0.08999997,1.087,2,1.822,0.903,1.951,1.692,1.948,0.647,0,0.122,0.775,0.915,0.673,0.06199998,0,0,0.02200001,1.287,2,2,2,1.746,0.745,0,0,0,0,0,0,0,0,0,0,0.07200003,1.453,2,2,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0.117,1.405,2,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03899997,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8"
0,0,0,0,0,0,0,0,0,0,0,0.169,1.25,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0.05199999,1.664,2,1.953,0.347,0,0,0,0,0,0,0,0,0,0,0,0.976,2,2,2,1.334,0,0,0,0,0,0,0,0,0,0,0.09799999,1.806,2,1.258,1.918,1.839,0.133,0,0.01999998,0.653,0.823,0.427,0,0,0,0,1.183,2,1.841,0.146,1.336,2,0.781,0.275,1.708,2,2,1.983,1.538,0.393,0,0.298,1.984,2,0.603,0,0.699,2,1.415,1.501,2,1.831,1.249,1.945,2,1.921,0.804,1.272,2,1.785,0.05800003,0,0.23,2,1.716,2,2,1.05,0,0.05699998,1.064,2,2,2,2,0.792,0,0,0.07300001,2,2,1.715,2,0.989,0,0,0.02100003,0.91,2,2,1.826,0.06900001,0,0,0.06800002,1.958,2,0.527,1.949,1.963,0.922,0.139,0.318,1.419,2,2,1.983,0.865,0,0,0,1.491,2,0,0.806,1.986,2,1.999,1.985,2,1.969,1.876,1.999,1.983,1.01,0,0.06599998,1.959,1.744,0,0,0.785,1.833,2,2,1.636,0.684,0,0.964,1.989,1.994,0.823,0.36,2,1.211,0,0,0,0.185,0.517,0.457,0.02499998,0,0,0,0.843,1.961,1.884,1.563,1.54,0.126,0,0,0,0,0,0,0,0,0,0,0,0.991,1.971,1.979,0.915,0.263,0,0,0,0,0,0,0,0,0,0,0,0,1.193,1.981,2,1.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,1.306,0.541,"8"
